Details,Posting Date,Description,Amount,Type,Balance,Check or Slip #
DEBIT,04/30/2025,"Zelle payment to shuai chen JPM99b6l8wqs",-500.00,CHASE_TO_PARTNERFI,78994.67,,
DEBIT,04/30/2025,"FEDEX488618327 800-4633339 TN                04/29",-9.75,DEBIT_CARD,79494.67,,
CREDIT,04/30/2025,"FEDWIRE CREDIT VIA: REGIONS BANK/062005690 B/O: LENDBUZZ FUNDING WIRES ACCOUNT BOSTON MA 02110 REF: CHASE NYC/CTR/BNF=ATTITUDE D LLC ARCADIA CA 91007-2839 US/AC-000000009 120 RFB=2504301519270053 OBI=5TDYRK EC8NS085049 : 1618221 BBI=/BNF/3712 30X1618221 IMAD: 0430F2QCZ00C004838 TRN: 1473871120FF",30537.17,WIRE_INCOMING,79504.42,,
DEBIT,04/29/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:042825 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000013454041 EED:250429   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1193454041TC",-211.40,ACH_DEBIT,48967.25,,
DEBIT,04/29/2025,"ORIG CO NAME:MANHEIM                ORIG ID:1581936030 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000018119282 EED:250429   IND ID:ACH6292497                   IND NAME:ICAR LIFESTYLE             INV#89001350  \5512120    1GYS3KKL1 PR29270023CADILESCAL TRN: 1198119282TC",-355.00,ACH_DEBIT,49178.65,,
DEBIT,04/29/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000016211981 EED:250429   IND ID:M120999624504                IND NAME:ATTITUDE D LLC TRN: 1196211981TC",-481.01,ACH_DEBIT,49533.65,,
DEBIT,04/29/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000018346182 EED:250429   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 1198346182TC",-590.18,ACH_DEBIT,50014.66,,
CREDIT,04/29/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000018603134 EED:250429   IND ID:16818104                     IND NAME:ICAR LIFESTYLE                                                                                               5838417 TRN: 1198603134TC",32475.00,ACH_CREDIT,50604.84,,
DEBIT,04/28/2025,"Zelle payment to uni prime JPM99b6gv02v",-270.00,CHASE_TO_PARTNERFI,18129.84,,
CHECK,04/28/2025,"CHECK 1032  ",-9000.00,CHECK_PAID,18399.84,1032,
DSLIP,04/28/2025,"DEPOSIT  ID NUMBER 890014",4575.10,DEPOSIT,27399.84,,
DEBIT,04/25/2025,"Zelle payment to A star 24542650782",-600.00,QUICKPAY_DEBIT,22824.74,,
DEBIT,04/25/2025,"Zelle payment to tianwei wang 24540019524",-500.00,QUICKPAY_DEBIT,23424.74,,
DEBIT,04/25/2025,"Zelle payment to Marlon 24529275208",-150.00,QUICKPAY_DEBIT,23924.74,,
DSLIP,04/25/2025,"DEPOSIT  ID NUMBER 765482",4213.90,DEPOSIT,24074.74,,
DEBIT,04/24/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:042325 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232102881769 EED:250424   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,Aud it Fee 2025/04/08 00:00:00.000                DYNAMIC EFT TRN: 1142881769TC",-125.00,ACH_DEBIT,19860.84,,
DEBIT,04/24/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:042325 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232102881743 EED:250424   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5TDYRKEC8NS085049 ,2022-Toyota-Sie enna      DYNAMIC EFT TRN: 1142881743TC",-30723.56,ACH_DEBIT,19985.84,,
DEBIT,04/24/2025,"Zelle payment to turon express JPM99b5wqxge",-1300.00,CHASE_TO_PARTNERFI,50709.40,,
DEBIT,04/23/2025,"Zelle payment to Marlon 24515172281",-150.00,QUICKPAY_DEBIT,52009.40,,
DEBIT,04/23/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          04/22",-199.95,DEBIT_CARD,52159.40,,
DEBIT,04/23/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          04/22",-139.95,DEBIT_CARD,52359.35,,
CREDIT,04/23/2025,"Zelle payment from BOLANG LIU 24514394114",400.00,QUICKPAY_CREDIT,52499.30,,
CREDIT,04/23/2025,"Zelle payment from XUAN ZHANG BACkj0mdwz1k",3500.00,PARTNERFI_TO_CHASE,52099.30,,
CHECK,04/22/2025,"CHECK 1031  04/22",-8482.09,CHECK_PAID,48599.30,1031,
DEBIT,04/22/2025,"DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE AUTO GROUP REF: MCLAREN 720S IMAD: 0422MMQFMP2N022588 TRN: 3400615112ES 04/22",-150000.00,WIRE_OUTGOING,57081.39,,
DEBIT,04/22/2025,"Zelle payment to vladim JPM99b5r13pq",-750.00,CHASE_TO_PARTNERFI,207081.39,,
DEBIT,04/22/2025,"ORIG CO NAME:Westlake Floorin       ORIG ID:1352426469 DESC DATE:042125 CO ENTRY DESCR:PAYABLES  SEC:CCD    TRACE#:122232106258102 EED:250422   IND ID:100499447                    IND NAME:ICAR Lifestyle             100499447 ,ICAR Lifestyle      ,VIN :5UXTA6C00P9P55856 ,2023-BMW-X5               DYNAMIC EFT TRN: 1126258102TC",-3023.05,ACH_DEBIT,207831.39,,
DEBIT,04/21/2025,"Zelle payment to wsc 24475925820",-2180.00,QUICKPAY_DEBIT,210854.44,,
DEBIT,04/21/2025,"Zelle payment to mingshuo song JPM99b5hb8jx",-1000.00,CHASE_TO_PARTNERFI,213034.44,,
DEBIT,04/21/2025,"FEDEX487832624 800-4633339 TN                04/19",-35.55,DEBIT_CARD,214034.44,,
CREDIT,04/21/2025,"Zelle payment from XUAN ZHANG BACoz9yrcsux",500.00,PARTNERFI_TO_CHASE,214069.99,,
CREDIT,04/21/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:041825 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000015623336 EED:250421   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 1115623336TC",46370.86,ACH_CREDIT,213569.99,,
DEBIT,04/18/2025,"Zelle payment to redline JPM99b5bn7hb",-507.00,CHASE_TO_PARTNERFI,167199.13,,
DEBIT,04/17/2025,"Zelle payment to Marlon 24452284836",-150.00,QUICKPAY_DEBIT,167706.13,,
DSLIP,04/17/2025,"DEPOSIT  ID NUMBER 500424",2000.00,DEPOSIT,167856.13,,
DEBIT,04/16/2025,"ORIG CO NAME:INTUIT 54411741        ORIG ID:4462800242 DESC DATE:250416 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000020282505 EED:250416   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1060282505TC",-424.26,ACH_DEBIT,165856.13,,
DEBIT,04/16/2025,"ORIG CO NAME:INTUIT 57214087        ORIG ID:4462800242 DESC DATE:250416 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000020282799 EED:250416   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1060282799TC",-1312.74,ACH_DEBIT,166280.39,,
DEBIT,04/16/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:041525 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019890797 EED:250416   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 1069890797TC",-27290.27,ACH_DEBIT,167593.13,,
DEBIT,04/15/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: BK HAPOALIM NYC/026008866 A/C: LENDBUZZ FUNDING LLC BOSTON MA 02110 US REF: WENLI YANG 227623-258505 IMAD: 0415MMQFMP2K029503 TRN: 3595805105ES 04/15",-30517.91,WIRE_OUTGOING,194883.40,,
DEBIT,04/15/2025,"INTERNATIONAL WIRE TRANSFER A/C: CANADIAN IMPERIAL BANK OF COMMERCE TORONTO ON M5L 1-A2 CA BEN:/29083337721 YANG XIONG REF:/LMPD/JIA YI TRN: 3563275105ES 04/15",-16500.00,WIRE_OUTGOING,225401.31,,
DEBIT,04/15/2025,"ORIG CO NAME:INTUIT 02117725        ORIG ID:4462800242 DESC DATE:250415 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000021539771 EED:250415   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1051539771TC",-627.20,ACH_DEBIT,241901.31,,
DEBIT,04/15/2025,"ORIG CO NAME:INTUIT 56637007        ORIG ID:4462800242 DESC DATE:250415 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000026256549 EED:250415   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 1056256549TC",-2064.05,ACH_DEBIT,242528.51,,
DEBIT,04/15/2025,"Online Transfer to CHK ...9383 transaction#: 24418832393 04/15",-250.00,ACCT_XFER,244592.56,,
DSLIP,04/15/2025,"DEPOSIT  ID NUMBER  95187",22000.00,DEPOSIT,244842.56,,
CHECK,04/14/2025,"CHECK 1029  ",-1000.00,CHECK_PAID,222842.56,1029,
DEBIT,04/14/2025,"ORIG CO NAME:Elite Warranty         ORIG ID:1201681064 DESC DATE:       CO ENTRY DESCR:Service   SEC:WEB    TRACE#:242071756547718 EED:250414   IND ID:                             IND NAME:iCar Lifestyle                                                                                               8014897288 TRN: 1046547718TC",-3580.00,ACH_DEBIT,223842.56,,
CREDIT,04/14/2025,"Zelle payment from BILL LIU 24404484902",1000.00,QUICKPAY_CREDIT,227422.56,,
CREDIT,04/14/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000017089236 EED:250414   IND ID:16733491                     IND NAME:ICAR LIFESTYLE                                                                                               5823986 TRN: 1047089236TC",182220.00,ACH_CREDIT,226422.56,,
DEBIT,04/10/2025,"Zelle payment to raad auto JPM99b4e64vs",-300.00,CHASE_TO_PARTNERFI,44202.56,,
DEBIT,04/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250331 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305134626076 EED:250410   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 1004626076TC",-231.12,ACH_DEBIT,44502.56,,
DEBIT,04/09/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:250409 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000024197538 EED:250409   IND ID:A1658                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 0994197538TC",-8457.60,ACH_DEBIT,44733.68,,
DEBIT,04/09/2025,"Zelle payment to embroider JPM99b4a46ap",-240.00,CHASE_TO_PARTNERFI,53191.28,,
DEBIT,04/09/2025,"ORIG CO NAME:CA DEPT TAX FEE        ORIG ID:2822162215 DESC DATE:250408 CO ENTRY DESCR:CDTFA EPMTSEC:CCD    TRACE#:042000015381935 EED:250409   IND ID:20743836                     IND NAME:ICAR LIFESTYLE TRN: 0995381935TC",-6505.26,ACH_DEBIT,53431.28,,
DEBIT,04/08/2025,"WITHDRAWAL 04/08",-18000.00,MISC_DEBIT,59936.54,,
DEBIT,04/08/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: CATH BK LA/122203950 A/C: MENG HAO DIAMOND BAR CA 91789 US IMAD: 0408MMQFMP2M006621 TRN: 3009135098ES 04/08",-18000.00,WIRE_OUTGOING,77936.54,,
DEBIT,04/07/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          04/04",-60.00,DEBIT_CARD,95936.54,,
DEBIT,04/04/2025,"Zelle payment to carlos 24306849878",-40.00,QUICKPAY_DEBIT,95996.54,,
DEBIT,04/04/2025,"Zelle payment to Janice chen 24306513356",-953.00,QUICKPAY_DEBIT,96036.54,,
DEBIT,04/04/2025,"Zelle payment to zhuang JPM99b3n32di",-1116.00,CHASE_TO_PARTNERFI,96989.54,,
DSLIP,04/04/2025,"REMOTE ONLINE DEPOSIT #          1",1000.00,CHECK_DEPOSIT,98105.54,1,
DEBIT,04/03/2025,"SERVICE CHARGES FOR THE MONTH OF MARCH",-25.00,FEE_TRANSACTION,97105.54,,
DEBIT,04/03/2025,"Zelle payment to A star 24290748893",-650.00,QUICKPAY_DEBIT,97130.54,,
DEBIT,04/03/2025,"Zelle payment to rodriguez JPM99b3lv78a",-550.00,CHASE_TO_PARTNERFI,97780.54,,
DEBIT,04/03/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:040225 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000019233241 EED:250403   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 0939233241TC",-29051.24,ACH_DEBIT,98330.54,,
CREDIT,04/03/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000018791489 EED:250403   IND ID:16677299                     IND NAME:ICAR LIFESTYLE                                                                                               5814159 TRN: 0938791489TC",98975.00,ACH_CREDIT,127381.78,,
DEBIT,04/02/2025,"FEDEX486125623 800-4633339 TN                04/01",-35.55,DEBIT_CARD,28406.78,,
DSLIP,04/02/2025,"DEPOSIT  ID NUMBER 245054",27275.00,DEPOSIT,28442.33,,
DEBIT,04/01/2025,"ORIG CO NAME:INTUIT 56719850        ORIG ID:4462800242 DESC DATE:250401 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000029817822 EED:250401   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0919817822TC",-625.16,ACH_DEBIT,1167.33,,
DEBIT,04/01/2025,"ORIG CO NAME:INTUIT 55266655        ORIG ID:4462800242 DESC DATE:250401 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000029818068 EED:250401   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0919818068TC",-1628.48,ACH_DEBIT,1792.49,,
DEBIT,04/01/2025,"Zelle payment to trans 24258662843",-330.00,QUICKPAY_DEBIT,3420.97,,
DEBIT,04/01/2025,"ORIG CO NAME:NEXTGEAR PAYMENT       ORIG ID:1260401907 DESC DATE:033125 CO ENTRY DESCR:PAYMENT   SEC:CCD    TRACE#:091000013767041 EED:250401   IND ID:155929                       IND NAME:ICAR LIFESTYLE TRN: 0913767041TC",-32753.05,ACH_DEBIT,3750.97,,
DEBIT,04/01/2025,"Zelle payment to Icar 23965309157",-2500.00,QUICKPAY_DEBIT,36504.02,,
CREDIT,04/01/2025,"Zelle payment from ICAR EXOTICS 24250573201",3250.00,QUICKPAY_CREDIT,39004.02,,
DEBIT,03/31/2025,"Zelle payment to raad auto JPM99b3817g5",-750.00,CHASE_TO_PARTNERFI,35754.02,,
DEBIT,03/31/2025,"ORIG CO NAME:INTUIT 65676706        ORIG ID:4462800242 DESC DATE:250331 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000028648928 EED:250331   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0908648928TC",-627.20,ACH_DEBIT,36504.02,,
DEBIT,03/31/2025,"Zelle payment to mingshuo song JPM99b32tx8v",-1000.00,CHASE_TO_PARTNERFI,37131.22,,
DEBIT,03/31/2025,"Zelle payment to carlos 24226722635",-240.00,QUICKPAY_DEBIT,38131.22,,
DEBIT,03/31/2025,"ORIG CO NAME:INTUIT 55329613        ORIG ID:4462800242 DESC DATE:250331 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000023293853 EED:250331   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0903293853TC",-2064.05,ACH_DEBIT,38371.22,,
CREDIT,03/31/2025,"Online Transfer from CHK ...9383 transaction#: 24244439715",1000.00,ACCT_XFER,40435.27,,
CREDIT,03/31/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250328 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305133432393 EED:250331   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 033125 TRN: 0903432393TC",2800.00,ACH_CREDIT,39435.27,,
CREDIT,03/31/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000013658595 EED:250331   IND ID:16653783                     IND NAME:ICAR LIFESTYLE                                                                                               5810235 TRN: 0903658595TC",20300.00,ACH_CREDIT,36635.27,,
CHECK,03/28/2025,"CHECK 1028  ",-39349.77,CHECK_PAID,16335.27,1028,
DEBIT,03/28/2025,"Zelle payment to redline JPM99b2uslcs",-638.00,CHASE_TO_PARTNERFI,55685.04,,
DEBIT,03/28/2025,"Same-Day ACH Payment 11166966022 to JTE (_####3707)",-48000.00,ACH_PAYMENT,56323.04,,
DEBIT,03/28/2025,"ORIG CO NAME:IPFS866-412-6739       ORIG ID:0AD2424370 DESC DATE:       CO ENTRY DESCR:IPFSPMTWASSEC:CCD    TRACE#:101000013322924 EED:250328   IND ID:561402                       IND NAME:ATTITUDE D LLC                                                                                               GDxLk2vV TRN: 0873322924TC",-590.18,ACH_DEBIT,104323.04,,
DEBIT,03/28/2025,"FEDEX485754964 800-4633339 TN                03/27",-47.55,DEBIT_CARD,104913.22,,
DEBIT,03/27/2025,"Zelle payment to Transportation JPM99b2ph4h2",-300.00,CHASE_TO_PARTNERFI,104960.77,,
DEBIT,03/27/2025,"ORIG CO NAME:NOWCOM, LLC            ORIG ID:1911718107 DESC DATE:       CO ENTRY DESCR:DEALERCNTRSEC:CCD    TRACE#:104000012062839 EED:250327   IND ID:M120945811044                IND NAME:ATTITUDE D LLC TRN: 0862062839TC",-769.49,ACH_DEBIT,105260.77,,
DEBIT,03/27/2025,"FEDEX485506228 800-4633339 TN                03/26",-47.55,DEBIT_CARD,106030.26,,
CREDIT,03/27/2025,"Zelle payment from LANG LI 24201015756",2000.00,QUICKPAY_CREDIT,106077.81,,
CREDIT,03/27/2025,"ORIG CO NAME:WESTLAKE FINANCI       ORIG ID:2272814169 DESC DATE:032625 CO ENTRY DESCR:PAYABLES  SEC:PPD    TRACE#:091000016807956 EED:250327   IND ID:                             IND NAME:ATTITUDE D LLC TRN: 0866807956TC",25727.71,ACH_CREDIT,104077.81,,
DEBIT,03/26/2025,"FEDEX485321156 800-4633339 TN                03/25",-47.55,DEBIT_CARD,78350.10,,
DSLIP,03/26/2025,"DEPOSIT  ID NUMBER 150066",9000.00,DEPOSIT,78397.65,,
DEBIT,03/25/2025,"Zelle payment to ULTIMATE PRINTING INC 24175373183",-131.40,QUICKPAY_DEBIT,69397.65,,
CREDIT,03/25/2025,"Zelle payment from KEI SUM ZHUANG BACg3o0hf8t3",3000.00,PARTNERFI_TO_CHASE,69529.05,,
CREDIT,03/25/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000019414783 EED:250325   IND ID:16620470                     IND NAME:ICAR LIFESTYLE                                                                                               5804392 TRN: 0849414783TC",55725.00,ACH_CREDIT,66529.05,,
DEBIT,03/24/2025,"Zelle payment to angel JPM99b29wdw4",-75.00,CHASE_TO_PARTNERFI,10804.05,,
DEBIT,03/24/2025,"CENTRALDISPATCH.COM 858-259-6084 NY          03/22",-139.95,DEBIT_CARD,10879.05,,
DEBIT,03/24/2025,"FEDEX485226036 800-4633339 TN                03/21",-47.55,DEBIT_CARD,11019.00,,
CREDIT,03/24/2025,"Zelle payment from JAL ENTERPRISE INC. 0JJ0RB61VGTG",1000.00,PARTNERFI_TO_CHASE,11066.55,,
DEBIT,03/21/2025,"Zelle payment to Icar 24139894454",-2300.00,QUICKPAY_DEBIT,10066.55,,
DEBIT,03/21/2025,"Zelle payment to Huasheng Llc JPM99b25co23",-2000.00,CHASE_TO_PARTNERFI,12366.55,,
DEBIT,03/21/2025,"Zelle payment to over fracht 24133968041",-700.00,QUICKPAY_DEBIT,14366.55,,
CREDIT,03/21/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250320 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305133962558 EED:250321   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 032125 TRN: 0803962558TC",2060.00,ACH_CREDIT,15066.55,,
DEBIT,03/20/2025,"Zelle payment to JACKIE 24122489539",-11.00,QUICKPAY_DEBIT,13006.55,,
CREDIT,03/19/2025,"Zelle payment from HUASHENG LLC BACp1kzrt0ha",2000.00,PARTNERFI_TO_CHASE,13017.55,,
DEBIT,03/18/2025,"COSTCO WHSE #1015 SAN DIMAS CA       683543  03/18",-83.83,DEBIT_CARD,11017.55,,
DEBIT,03/18/2025,"DOMESTIC WIRE TRANSFER VIA: GBC INTL BANK LA/122235902 A/C: JTE GLOBAL TRADING & INVESTMENT GROREF: 392+LX600/BNF/JTE GLOBAL TRADING & INVESTMENT GROUP INC IMAD: 0318MMQFMP2K021436 TRN: 3397465077ES 03/18",-100000.00,WIRE_OUTGOING,11101.38,,
DEBIT,03/18/2025,"Zelle payment to grn03 JPM99b1rgr14",-1100.00,CHASE_TO_PARTNERFI,111101.38,,
DEBIT,03/18/2025,"ORIG CO NAME:INTUIT 09812115        ORIG ID:4462800242 DESC DATE:250318 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000028319077 EED:250318   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0778319077TC",-365.00,ACH_DEBIT,112201.38,,
DEBIT,03/18/2025,"ORIG CO NAME:INTUIT 54143529        ORIG ID:4462800242 DESC DATE:250318 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000022942603 EED:250318   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0772942603TC",-1110.10,ACH_DEBIT,112566.38,,
DSLIP,03/18/2025,"DEPOSIT  ID NUMBER 737622",6000.00,DEPOSIT,113676.48,,
CHECK,03/17/2025,"CHECK 1026  ",-12686.98,CHECK_PAID,107676.48,1026,
DEBIT,03/17/2025,"Zelle payment to Marlon 24089930211",-150.00,QUICKPAY_DEBIT,120363.46,,
DEBIT,03/17/2025,"FEDEX484603606 800-4633339 TN                03/14",-19.50,DEBIT_CARD,120513.46,,
CREDIT,03/17/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250316 CO ENTRY DESCR:CR CD DEP SEC:CCD    TRACE#:043305135301052 EED:250317   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE             5436845560333337ICAR LIFESTYLE            CR CD DEP 031725 TRN: 0765301052TC",3000.00,ACH_CREDIT,120532.96,,
CREDIT,03/17/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000014005710 EED:250317   IND ID:16575752                     IND NAME:ICAR LIFESTYLE                                                                                               5796349 TRN: 0764005710TC",99475.00,ACH_CREDIT,117532.96,,
CHECK,03/14/2025,"CHECK 1025  ",-10113.15,CHECK_PAID,18057.96,1025,
DEBIT,03/14/2025,"ONLINE DOMESTIC WIRE TRANSFER VIA: BK HAPOALIM NYC/026008866 A/C: LENDBUZZ FUNDING LLC BOSTON MA 02110 US REF: PAY OFF : WBA5P7C06NFL96314 IMAD: 0314MMQFMP2M029779 TRN: 3676585073ES 03/14",-13486.85,WIRE_OUTGOING,28171.11,,
DEBIT,03/14/2025,"ORIG CO NAME:INTUIT 05363312        ORIG ID:4462800242 DESC DATE:250314 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000026831617 EED:250314   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0736831617TC",-627.20,ACH_DEBIT,41657.96,,
DEBIT,03/14/2025,"ORIG CO NAME:INTUIT 54187387        ORIG ID:4462800242 DESC DATE:250314 CO ENTRY DESCR:PAYROLL   SEC:CCD    TRACE#:111000026740068 EED:250314   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0736740068TC",-2064.05,ACH_DEBIT,42285.16,,
DEBIT,03/14/2025,"ORIG CO NAME:CA DEPT TAX FEE        ORIG ID:2822162215 DESC DATE:250313 CO ENTRY DESCR:CDTFA EPMTSEC:CCD    TRACE#:042000014361398 EED:250314   IND ID:20492591                     IND NAME:ICAR LIFESTYLE TRN: 0734361398TC",-3659.14,ACH_DEBIT,44349.21,,
DEBIT,03/14/2025,"ORIG CO NAME:CA DEPT TAX FEE        ORIG ID:2822162215 DESC DATE:250313 CO ENTRY DESCR:CDTFA EPMTSEC:CCD    TRACE#:042000014361600 EED:250314   IND ID:20578126                     IND NAME:ICAR LIFESTYLE TRN: 0734361600TC",-5046.00,ACH_DEBIT,48008.35,,
DEBIT,03/13/2025,"Zelle payment to A star 24042385325",-470.00,QUICKPAY_DEBIT,53054.35,,
DEBIT,03/13/2025,"FEDEX484439396 800-4633339 TN                03/12",-9.75,DEBIT_CARD,53524.35,,
DEBIT,03/10/2025,"ORIG CO NAME:AMERICAN EXPRESS       ORIG ID:9493560001 DESC DATE:250310 CO ENTRY DESCR:ACH PMT   SEC:CCD    TRACE#:021000021088274 EED:250310   IND ID:A8750                        IND NAME:SHANGQI LI                                                                                                   AM TRN: 0691088274TC",-7157.94,ACH_DEBIT,53534.10,,
DEBIT,03/10/2025,"Online ACH Payment 11164727320 To JTE (_####3707)",-100000.00,ACH_PAYMENT,60692.04,,
DEBIT,03/10/2025,"ORIG CO NAME:CARFAX                 ORIG ID:1251465303 DESC DATE:030725 CO ENTRY DESCR:BT0307    SEC:CCD    TRACE#:111000028281390 EED:250310   IND ID:000000314386469              IND NAME:Attitude D llc                                                                                               CARFAX TRN: 0698281390TC",-1.47,ACH_DEBIT,160692.04,,
DEBIT,03/10/2025,"ORIG CO NAME:TSYS/TRANSFIRST        ORIG ID:WFBTRANSF1 DESC DATE:250228 CO ENTRY DESCR:MERCH FEESSEC:CCD    TRACE#:043305133333147 EED:250310   IND ID:543684556033333              IND NAME:ICAR LIFESTYLE TRN: 0693333147TC",-56.63,ACH_DEBIT,160693.51,,
DEBIT,03/07/2025,"WITHDRAWAL 03/07",-7225.00,MISC_DEBIT,160750.14,,
CREDIT,03/07/2025,"ORIG CO NAME: MANHEIM US            ORIG ID:1582577037 DESC DATE:       CO ENTRY DESCR:ACH PAYMNTSEC:CCD    TRACE#:091000016699503 EED:250307   IND ID:16526789                     IND NAME:ICAR LIFESTYLE                                                                                               5788114 TRN: 0666699503TC",163250.00,ACH_CREDIT,167975.14,,
DEBIT,03/06/2025,"Zelle payment to Icar 23965511747",-2500.00,QUICKPAY_DEBIT,4725.14,,
CHECK,03/06/2025,"CHECK 1024  ",-19000.00,CHECK_PAID,7225.14,1024,
DEBIT,03/05/2025,"ORIG CO NAME:INTUIT 20483060        ORIG ID:4462800242 DESC DATE:250305 CO ENTRY DESCR:TAX       SEC:CCD    TRACE#:111000025988024 EED:250305   IND ID:18973767                     IND NAME:ATTITUDE D LLC TRN: 0645988024TC",-537.80,ACH_DEBIT,26225.14,,
